,InvoiceNo,CustomerID,CountryType,Quantity,InvoiceDate,Month,Day,Weekday,Hour,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,sum,Delivery_Charges,Extra_Charges,Other Purchases,PricePerQuantity
19242,580550,13126,1,448,2011-12-05 10:00:00,12,5,0,10,86.96000000000001,47.839999999999996,131.88,73.60000000000002,29.16,0.0,369.44,0,0,0,0.8246428571428571
19243,580552,15572,1,94,2011-12-05 10:09:00,12,5,0,10,115.68,78.05,1.25,0.0,0.0,0.0,194.98,0,0,0,2.074255319148936
19244,580553,12646,0,408,2011-12-05 10:14:00,12,5,0,10,81.36,93.6,201.92,203.00000000000003,35.40000000000001,0.0,615.2799999999999,0,0,0,1.508039215686274
19245,580554,17402,1,88,2011-12-05 10:15:00,12,5,0,10,271.2,0.0,0.0,0.0,15.6,0.0,286.8,0,0,0,3.2590909090909093
19246,580555,14911,0,184,2011-12-05 10:18:00,12,5,0,10,78.3,324.2,19.8,19.8,19.9,0.0,461.99999999999994,50,0,0,2.510869565217391
19247,580556,16513,1,44,2011-12-05 10:18:00,12,5,0,10,75.0,0.0,0.0,0.0,46.8,0.0,121.8,0,0,0,2.768181818181818
19248,580557,14911,0,34,2011-12-05 10:19:00,12,5,0,10,0.0,34.8,0.0,0.0,40.6,0.0,75.4,0,0,0,2.2176470588235295
19249,580558,14931,0,60,2011-12-05 10:19:00,12,5,0,10,30.0,0.0,0.0,133.0,35.40000000000001,0.0,198.4,0,0,0,3.3066666666666666
19250,580559,15628,1,96,2011-12-05 10:24:00,12,5,0,10,38.0,15.0,80.85,8.5,60.60000000000002,0.0,202.95000000000002,0,0,0,2.1140625
19251,580595,14194,1,224,2011-12-05 10:38:00,12,5,0,10,60.0,163.7,126.9,66.64999999999999,66.85000000000002,0.0,484.1000000000001,0,0,0,2.1611607142857148
19252,580596,15392,1,207,2011-12-05 11:01:00,12,5,0,11,101.04,101.58000000000001,0.0,66.09,35.7,0.0,304.41,0,0,10,1.4705797101449276
19253,580598,17526,1,170,2011-12-05 11:05:00,12,5,0,11,104.0,32.5,75.3,100.8,10.5,0.0,323.1,0,0,0,1.9005882352941177
19254,580599,12925,1,283,2011-12-05 11:11:00,12,5,0,11,174.78,0.0,67.19999999999999,34.08,49.68,0.0,325.73999999999995,0,0,0,1.151024734982332
19255,580600,12841,1,147,2011-12-05 11:13:00,12,5,0,11,76.97000000000001,35.66,5.1,10.580000000000002,17.700000000000006,0.0,146.01000000000002,0,0,0,0.9932653061224491
19256,580601,12841,1,4,2011-12-05 11:13:00,12,5,0,11,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,1.25
19257,580602,16149,1,140,2011-12-05 11:29:00,12,5,0,11,91.75999999999999,25.08,0.0,0.0,0.0,0.0,116.84,0,0,10,0.8345714285714286
19258,580603,16642,1,348,2011-12-05 11:31:00,12,5,0,11,48.72,0.0,211.16000000000003,30.24,90.48000000000002,0.0,380.6,0,0,0,1.0936781609195403
19259,580606,15290,1,32,2011-12-05 11:38:00,12,5,0,11,35.40000000000001,25.0,0.0,0.0,0.0,0.0,60.40000000000001,0,0,0,1.8875000000000004
19260,580607,15290,1,156,2011-12-05 11:39:00,12,5,0,11,113.22000000000001,35.1,17.700000000000006,36.599999999999994,0.0,0.0,202.62,0,0,0,1.298846153846154
19261,580608,16811,1,84,2011-12-05 11:39:00,12,5,0,11,103.75,16.5,14.85,73.80000000000001,23.4,0.0,232.3,0,0,0,2.7654761904761904
19262,580610,229082,1,947,2011-12-05 11:48:00,12,5,0,11,966.61,1131.59,792.6,1310.2099999999998,1161.88,14.92,5377.810000000006,2196,0,8,5.678785638859563
19263,580611,12748,1,257,2011-12-05 11:49:00,12,5,0,11,110.66,66.29,14.24,92.30999999999999,38.00999999999999,0.0,321.51000000000005,0,0,0,1.251011673151751
19264,580612,229335,1,851,2011-12-05 11:58:00,12,5,0,11,778.8799999999999,799.5999999999997,911.0599999999998,1246.78,1143.1,7.46,4886.880000000004,2114,0,2,5.742514688601649
19265,580613,14759,1,322,2011-12-05 12:03:00,12,5,0,12,201.22,143.54,69.54,138.0,202.82,0.0,755.1200000000001,0,0,0,2.345093167701864
19266,580614,16500,1,18,2011-12-05 12:04:00,12,5,0,12,0.0,0.0,0.0,0.0,52.74000000000001,0.0,52.74000000000001,0,0,0,2.9300000000000006
19267,580615,16873,1,1005,2011-12-05 12:05:00,12,5,0,12,84.74,242.39999999999995,518.4499999999999,520.0799999999999,489.1600000000001,0.0,1854.8300000000002,0,0,0,1.8456019900497513
19268,580619,15053,1,470,2011-12-05 12:08:00,12,5,0,12,68.45,70.50999999999999,3.31,68.13,4.95,0.0,215.35000000000002,0,0,0,0.4581914893617022
19269,580622,17006,1,85,2011-12-05 12:09:00,12,5,0,12,15.0,47.2,12.5,87.68,84.68,0.0,247.06,0,0,0,2.9065882352941177
19270,580630,12913,1,523,2011-12-05 12:11:00,12,5,0,12,307.32,69.68,39.6,0.0,118.5,0.0,535.1,0,0,0,1.0231357552581262
19271,580631,16682,1,170,2011-12-05 12:13:00,12,5,0,12,30.36,0.0,14.04,46.3,20.16,0.0,110.86,0,0,0,0.6521176470588236
19272,580632,16360,1,495,2011-12-05 12:16:00,12,5,0,12,137.70000000000002,160.15,129.12,204.60999999999993,131.35999999999999,0.0,762.9399999999999,5,0,0,1.5412929292929292
19273,580633,17579,1,128,2011-12-05 12:28:00,12,5,0,12,6.23,27.84,14.03,69.97,59.97,0.0,178.04,0,0,0,1.3909375
19274,580634,14060,1,192,2011-12-05 12:29:00,12,5,0,12,102.90000000000003,103.67999999999999,30.0,45.9,15.0,0.0,297.47999999999996,0,0,0,1.5493749999999997
19275,580635,14649,1,347,2011-12-05 12:30:00,12,5,0,12,66.61,106.12,49.989999999999995,194.35999999999999,90.33000000000003,0.0,507.40999999999985,0,0,3,1.4622766570605183
19276,580636,16746,1,654,2011-12-05 12:33:00,12,5,0,12,151.76000000000002,63.599999999999994,103.13999999999999,102.98000000000002,28.44,0.0,449.9200000000002,0,0,0,0.6879510703363917
19277,580637,15033,1,138,2011-12-05 12:40:00,12,5,0,12,30.340000000000003,45.26,18.599999999999998,21.150000000000006,52.45,0.0,167.80000000000004,0,0,0,1.2159420289855076
19278,580638,12381,0,91,2011-12-05 12:44:00,12,5,0,12,24.96,0.0,13.2,68.85000000000001,0.0,0.0,107.01000000000002,40,0,40,1.1759340659340662
19279,580639,17254,1,101,2011-12-05 12:46:00,12,5,0,12,17.700000000000003,36.379999999999995,4.63,20.740000000000002,22.68,0.0,102.13,0,0,0,1.0111881188118812
19280,580640,16910,1,145,2011-12-05 12:51:00,12,5,0,12,24.1,30.619999999999997,59.05000000000001,65.98,5.95,0.0,185.7,0,0,0,1.2806896551724136
19281,580642,13311,1,34,2011-12-05 12:55:00,12,5,0,12,0.0,78.96000000000002,0.0,0.0,29.5,0.0,108.46000000000002,0,0,0,3.190000000000001
19282,580643,14547,1,161,2011-12-05 12:59:00,12,5,0,12,0.0,136.60000000000002,46.95000000000002,142.50000000000006,0.0,0.0,326.05000000000007,0,0,0,2.025155279503106
19283,580644,16904,1,239,2011-12-05 13:10:00,12,5,0,13,106.27000000000001,23.9,32.69,134.49,51.669999999999995,0.0,349.0200000000001,0,0,0,1.4603347280334733
19284,580645,17857,1,878,2011-12-05 13:11:00,12,5,0,13,955.5,0.0,756.6,0.0,0.0,0.0,1712.1,219,0,0,1.95
19285,580646,17857,1,800,2011-12-05 13:13:00,12,5,0,13,0.0,0.0,848.0,0.0,0.0,0.0,848.0,200,0,0,1.06
19286,580647,14083,1,321,2011-12-05 13:14:00,12,5,0,13,93.77000000000001,104.77999999999999,96.79,59.650000000000006,91.58000000000001,0.0,446.57000000000016,0,0,0,1.3911838006230535
19287,580648,12628,0,146,2011-12-05 13:15:00,12,5,0,13,75.0,51.56,10.5,25.0,35.19,0.0,197.25,18,0,18,1.351027397260274
19288,580650,14401,1,458,2011-12-05 13:30:00,12,5,0,13,105.92,0.0,49.620000000000005,150.06,48.18,0.0,353.78000000000014,0,0,0,0.7724454148471619
19289,580651,16851,1,81,2011-12-05 13:32:00,12,5,0,13,20.16,21.6,0.0,0.0,61.23,0.0,102.99,0,0,0,1.2714814814814814
19290,580652,17511,1,3920,2011-12-05 13:33:00,12,5,0,13,235.07999999999998,366.12,190.68,744.92,893.28,0.0,2430.0800000000004,0,0,0,0.6199183673469388
19291,580653,17706,1,322,2011-12-05 13:34:00,12,5,0,13,45.36,137.2,164.1,51.0,378.18000000000006,0.0,775.8399999999999,0,0,0,2.4094409937888197
19292,580654,15854,1,82,2011-12-05 13:37:00,12,5,0,13,24.200000000000003,18.19,9.51,27.33,27.900000000000002,0.0,107.13,0,0,0,1.3064634146341463
19293,580655,15854,1,25,2011-12-05 13:39:00,12,5,0,13,22.049999999999997,0.0,0.0,0.0,0.0,0.0,22.049999999999997,0,0,0,0.8819999999999999
19294,580656,15621,1,123,2011-12-05 13:40:00,12,5,0,13,28.44,207.13,0.0,0.0,0.0,0.0,235.57000000000002,0,0,0,1.9152032520325204
19295,580657,14696,1,191,2011-12-05 13:43:00,12,5,0,13,70.32,95.53,93.88999999999999,40.80000000000001,0.0,0.0,300.54,0,0,0,1.5735078534031415
19296,580658,17090,1,122,2011-12-05 13:44:00,12,5,0,13,20.4,13.44,0.0,190.20000000000002,0.0,0.0,224.04000000000002,0,0,0,1.836393442622951
19297,580659,17811,1,79,2011-12-05 13:46:00,12,5,0,13,36.95,0.0,85.8,23.25,5.9,0.0,151.89999999999998,0,0,0,1.922784810126582
19298,580660,16592,1,608,2011-12-05 13:49:00,12,5,0,13,194.45999999999998,223.20000000000002,71.34,346.30000000000007,82.86000000000001,0.0,918.1600000000002,0,0,0,1.5101315789473688
19299,580661,17218,1,53,2011-12-05 13:52:00,12,5,0,13,65.14,12.65,0.0,30.900000000000002,0.0,0.0,108.69000000000001,0,0,0,2.050754716981132
19300,580662,15856,1,334,2011-12-05 13:58:00,12,5,0,13,52.86,426.72,0.0,0.0,0.0,0.0,479.58,0,0,0,1.4358682634730537
19301,580663,15621,1,10,2011-12-05 14:01:00,12,5,0,14,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0,0,0,1.25
19302,580664,15097,1,170,2011-12-05 14:03:00,12,5,0,14,55.86,95.69000000000001,66.36000000000001,0.83,29.34,0.0,248.07999999999996,0,0,0,1.4592941176470586
19303,580665,16684,1,4732,2011-12-05 14:06:00,12,5,0,14,211.2,1344.82,1971.2400000000002,1430.7200000000003,444.0,0.0,5401.979999999999,0,0,0,1.1415849535080302
19304,580666,15856,1,32,2011-12-05 14:06:00,12,5,0,14,0.0,81.6,0.0,0.0,0.0,0.0,81.6,0,0,0,2.55
19305,580667,15031,1,55,2011-12-05 14:19:00,12,5,0,14,31.349999999999998,7.5,41.31,52.95,27.470000000000002,0.0,160.58,0,0,0,2.919636363636364
19306,580668,13685,1,4,2011-12-05 14:23:00,12,5,0,14,1.95,0.0,0.0,1.58,1.95,0.0,5.48,0,0,0,1.37
19307,580669,15159,1,618,2011-12-05 14:25:00,12,5,0,14,74.25,222.3,488.70000000000005,385.5800000000001,181.65000000000003,0.0,1352.48,0,0,0,2.1884789644012947
19308,580670,18044,1,97,2011-12-05 14:26:00,12,5,0,14,10.5,0.0,60.0,140.40000000000006,0.0,0.0,210.90000000000006,0,0,0,2.174226804123712
19309,580671,15159,1,444,2011-12-05 14:26:00,12,5,0,14,141.36,37.92,18.240000000000002,76.32,104.52,0.0,378.36,0,0,0,0.8521621621621622
19310,580672,17920,1,236,2011-12-05 14:29:00,12,5,0,14,113.60000000000002,19.970000000000002,15.68,81.31,72.73000000000002,0.0,303.2899999999998,0,0,0,1.285127118644067
19311,580673,13089,1,1892,2011-12-05 14:30:00,12,5,0,14,454.2,817.24,295.2600000000001,1367.72,771.0600000000001,0.0,3705.4800000000005,0,0,30,1.958498942917548
19312,580674,229338,1,7,2011-12-05 14:31:00,12,5,0,14,0.0,3.8,0.0,1.17,0.0,0.0,4.97,0,0,0,0.71
19313,580675,15640,1,598,2011-12-05 14:35:00,12,5,0,14,138.06,195.4,337.67999999999995,263.0400000000001,252.30000000000004,0.0,1186.4800000000005,0,0,0,1.9840802675585292
19314,580676,17817,1,41,2011-12-05 14:39:00,12,5,0,14,58.669999999999995,22.85,12.03,20.43,4.0,0.0,117.97999999999999,0,0,0,2.877560975609756
19315,580677,16200,1,285,2011-12-05 14:40:00,12,5,0,14,72.58000000000001,171.73000000000005,66.44,127.32,80.23,0.0,518.3000000000001,0,0,0,1.8185964912280703
19316,580678,18015,1,157,2011-12-05 14:49:00,12,5,0,14,24.139999999999997,21.249999999999996,40.64,22.479999999999997,11.52,0.0,120.03,0,0,0,0.7645222929936306
19317,580679,18198,1,191,2011-12-05 14:49:00,12,5,0,14,0.0,31.20000000000001,0.0,124.64999999999999,162.60000000000002,0.0,318.4500000000001,0,0,0,1.6672774869109952
19318,580680,13001,1,305,2011-12-05 14:51:00,12,5,0,14,34.8,431.99999999999994,47.550000000000004,16.6,60.06,0.0,591.0099999999999,0,0,0,1.9377377049180324
19319,580681,13083,1,44,2011-12-05 15:01:00,12,5,0,15,34.0,0.0,9.36,34.0,34.0,0.0,111.36,0,0,0,2.5309090909090908
19320,580682,16968,1,228,2011-12-05 15:02:00,12,5,0,15,40.32,40.08,15.0,67.32000000000001,23.4,0.0,186.12,0,0,0,0.8163157894736842
19321,580683,229340,1,2,2011-12-05 15:10:00,12,5,0,15,0.0,0.0,0.0,4.15,4.15,0.0,8.3,0,0,0,4.15
19322,580684,13305,1,156,2011-12-05 15:15:00,12,5,0,15,43.2,85.0,9.36,75.60000000000002,0.0,0.0,213.16000000000003,0,0,0,1.3664102564102565
19323,580685,17676,1,216,2011-12-05 15:16:00,12,5,0,15,35.4,66.0,17.0,192.90000000000003,36.3,0.0,347.6,0,0,0,1.6092592592592594
19324,580687,16379,1,226,2011-12-05 15:38:00,12,5,0,15,15.0,130.5,79.2,90.96000000000001,85.98000000000002,0.0,401.64000000000004,0,0,0,1.7771681415929206
19325,580688,15550,1,43,2011-12-05 15:38:00,12,5,0,15,6.65,44.6,0.0,79.30000000000001,11.8,0.0,142.35,0,0,0,3.3104651162790697
19326,580689,12994,1,156,2011-12-05 15:43:00,12,5,0,15,10.5,59.300000000000004,72.75,119.28999999999999,67.11,0.0,328.95000000000005,15,0,0,2.1086538461538464
19327,580690,16597,1,184,2011-12-05 15:44:00,12,5,0,15,25.28,0.0,0.0,64.76,0.0,0.0,90.04000000000002,0,0,0,0.48934782608695665
19328,580691,13790,1,748,2011-12-05 15:48:00,12,5,0,15,202.7599999999998,78.48000000000002,0.0,63.0,4.5600000000000005,0.0,348.79999999999995,3,0,3,0.46631016042780743
19329,580692,13173,1,163,2011-12-05 15:51:00,12,5,0,15,58.91,24.55,9.65,46.50000000000001,48.1,0.0,187.70999999999998,0,0,0,1.1515950920245397
19330,580693,15690,1,204,2011-12-05 15:59:00,12,5,0,15,39.6,55.44,33.72,0.0,0.0,0.0,128.76,0,0,0,0.6311764705882352
19331,580694,16600,1,283,2011-12-05 16:00:00,12,5,0,16,105.8,4.68,64.8,40.08000000000001,24.96,0.0,240.32000000000008,0,0,0,0.8491872791519437
19332,580695,13230,1,224,2011-12-05 16:03:00,12,5,0,16,77.77,139.49999999999997,39.1,97.76,36.580000000000005,0.0,390.70999999999987,0,0,0,1.7442410714285708
19333,580696,17757,1,93,2011-12-05 16:04:00,12,5,0,16,5.95,49.55,31.85,44.8,57.15,0.0,189.3,0,0,0,2.035483870967742
19334,580697,15984,1,384,2011-12-05 16:05:00,12,5,0,16,65.42,316.77000000000004,118.60000000000002,24.75,0.0,0.0,525.54,0,0,0,1.3685937499999998
19335,580699,229342,1,2,2011-12-05 16:14:00,12,5,0,16,3.75,0.0,0.0,0.0,0.0,3.75,7.5,0,0,0,3.75
19336,580700,14219,1,78,2011-12-05 16:23:00,12,5,0,16,3.4799999999999995,29.759999999999998,0.0,25.20000000000001,31.5,0.0,89.94,0,0,0,1.153076923076923
19337,580704,17404,0,40,2011-12-05 16:26:00,12,5,0,16,0.0,0.0,0.0,0.0,238.0,0.0,238.0,0,0,0,5.95
19338,580705,12683,0,467,2011-12-05 16:28:00,12,5,0,16,45.54,175.9,207.0,194.74,84.30000000000001,0.0,707.48,5,0,5,1.514946466809422
19339,580709,229344,1,2,2011-12-05 16:33:00,12,5,0,16,0.0,6.7,0.0,0.0,0.0,0.0,6.7,0,0,0,3.35
19340,580712,13021,1,134,2011-12-05 16:37:00,12,5,0,16,38.4,85.10000000000001,46.08,65.55,70.30000000000001,0.0,305.43,0,0,0,2.2793283582089554
19341,580713,18030,1,21,2011-12-05 16:37:00,12,5,0,16,17.9,85.05,6.6,0.0,0.0,0.0,109.54999999999998,0,0,0,5.216666666666666
19342,580715,229345,1,5,2011-12-05 16:45:00,12,5,0,16,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0,0,0,1.25
19343,580716,12367,0,172,2011-12-05 16:48:00,12,5,0,16,44.099999999999994,27.0,12.6,33.9,33.3,0.0,150.9,18,0,18,0.8773255813953489
19344,580717,14608,1,125,2011-12-05 16:52:00,12,5,0,16,0.0,0.0,124.0,383.55,0.0,0.0,507.55,0,0,0,4.0604000000000005
19345,580718,13079,1,24,2011-12-05 16:53:00,12,5,0,16,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0,0,1.25
19346,580719,14739,1,264,2011-12-05 16:54:00,12,5,0,16,30.6,76.32000000000002,0.0,0.0,306.0,122.04,534.96,0,0,0,2.0263636363636364
19347,580720,14629,1,164,2011-12-05 16:55:00,12,5,0,16,56.58,89.52,53.43,64.52000000000001,88.03,0.0,352.08,0,0,0,2.1468292682926826
19348,580721,15274,1,242,2011-12-05 16:57:00,12,5,0,16,63.03999999999999,19.439999999999998,83.33,4.5600000000000005,147.21000000000006,15.0,332.58,0,0,0,1.374297520661157
19349,580722,13985,1,74,2011-12-05 17:06:00,12,5,0,17,42.96,83.6,21.0,0.0,0.0,0.0,147.56,0,0,0,1.9940540540540541
19350,580723,15856,1,407,2011-12-05 17:09:00,12,5,0,17,57.86000000000001,0.0,39.6,77.50999999999999,319.65000000000003,0.0,494.62000000000006,0,0,10,1.2152825552825555
19351,580724,229347,1,2,2011-12-05 17:09:00,12,5,0,17,0.39,4.15,0.0,0.0,0.0,0.0,4.54,0,0,0,2.27
19352,580725,15932,1,394,2011-12-05 17:13:00,12,5,0,17,82.88,81.6,9.36,42.86000000000001,83.52000000000001,0.0,300.22000000000014,0,0,0,0.7619796954314725
19353,580727,14096,1,2192,2011-12-05 17:17:00,12,5,0,17,1808.53,1708.77,1364.2700000000007,1522.5000000000016,893.7199999999996,38.93,7336.720000000014,1603,0,3,3.3470437956204444
19354,580728,15145,1,128,2011-12-05 17:21:00,12,5,0,17,15.0,39.0,15.0,89.36000000000001,0.0,0.0,158.36,0,0,0,1.2371875
19355,580729,230068,1,2455,2011-12-05 17:24:00,12,5,0,17,2050.9700000000016,1845.230000000003,1215.8300000000008,1419.0100000000007,1310.2300000000007,7.46,7848.730000000011,1172,0,10,3.1970386965376827
19356,580730,230729,1,1857,2011-12-05 17:28:00,12,5,0,17,1208.040000000001,1392.0500000000009,1139.8000000000006,1242.280000000001,1035.3400000000001,7.46,6024.97,845,0,13,3.244464189553043
19357,580731,17383,1,148,2011-12-05 17:36:00,12,5,0,17,85.7,44.32000000000001,23.340000000000003,4.78,35.25,0.0,193.39000000000001,0,0,0,1.3066891891891892
19358,580732,230734,1,16,2011-12-05 17:43:00,12,5,0,17,35.099999999999994,0.0,0.0,0.0,0.0,0.0,35.099999999999994,0,0,0,2.1937499999999996
19359,580733,16929,1,206,2011-12-06 08:37:00,12,6,1,8,91.32000000000001,71.54,0.0,43.08,0.0,0.0,205.94,0,0,0,0.9997087378640777
19360,580734,12766,0,263,2011-12-06 08:46:00,12,6,1,8,67.58000000000001,267.3,90.15000000000003,181.40000000000003,0.0,0.0,606.4300000000002,112,0,112,2.3058174904942974
19361,580735,17728,1,321,2011-12-06 08:52:00,12,6,1,8,15.0,253.55000000000004,89.85,143.32000000000005,86.13,0.0,587.8499999999999,0,0,0,1.831308411214953
19362,580736,12716,0,203,2011-12-06 08:55:00,12,6,1,8,42.0,31.85,74.8,139.14000000000001,51.8,0.0,339.59,36,0,36,1.6728571428571428
19363,580737,14140,1,294,2011-12-06 09:05:00,12,6,1,9,124.8,61.2,32.4,98.55999999999999,77.10000000000001,0.0,394.06000000000006,0,0,0,1.340340136054422
19364,580738,17666,1,240,2011-12-06 09:06:00,12,6,1,9,0.0,0.0,75.84,198.0,45.24,0.0,319.08000000000004,0,0,0,1.3295000000000001
19365,580739,230736,1,5,2011-12-06 09:09:00,12,6,1,9,0.0,6.24,0.0,0.0,4.2,0.0,10.440000000000001,0,0,0,2.088
19366,580742,13694,1,700,2011-12-06 09:30:00,12,6,1,9,0.0,1225.0,0.0,0.0,0.0,0.0,1225.0,0,0,0,1.75
19367,580744,13694,1,1640,2011-12-06 09:31:00,12,6,1,9,210.60000000000005,106.0,316.18,669.5,458.88,0.0,1761.16,0,0,0,1.0738780487804878
19368,580745,13694,1,100,2011-12-06 09:32:00,12,6,1,9,0.0,145.0,0.0,0.0,0.0,0.0,145.0,0,0,0,1.45
19369,580746,12584,0,45,2011-12-06 09:35:00,12,6,1,9,17.700000000000006,87.80000000000001,16.5,78.44999999999999,0.0,0.0,200.45000000000005,0,0,0,4.454444444444445
19370,580748,230741,1,5,2011-12-06 09:48:00,12,6,1,9,0.0,5.75,0.0,0.0,4.2,0.0,9.95,0,0,0,1.9899999999999998
19371,580750,12749,1,227,2011-12-06 09:56:00,12,6,1,9,219.80000000000004,67.0,242.61,208.75000000000006,24.9,0.0,763.0600000000003,0,0,0,3.3614977973568294
19372,580752,12478,0,233,2011-12-06 09:56:00,12,6,1,9,131.26999999999998,101.5,122.10000000000002,191.11999999999998,0.0,0.0,545.99,135,0,135,2.343304721030043
19373,580753,12682,0,300,2011-12-06 10:00:00,12,6,1,10,42.96,80.71000000000001,276.89000000000004,62.370000000000005,119.70000000000002,0.0,582.6300000000001,54,0,54,1.9421000000000004
19374,580754,230813,1,979,2011-12-06 10:05:00,12,6,1,10,330.64,1614.8000000000002,464.52,1882.0,137.5,0.0,4429.46,0,0,0,4.5244739530132785
19375,580755,14737,1,42,2011-12-06 10:16:00,12,6,1,10,0.0,0.0,0.0,0.0,82.8,0.0,82.8,0,0,0,1.9714285714285713
19376,580756,12723,0,24,2011-12-06 10:19:00,12,6,1,10,9.48,0.0,0.0,49.800000000000004,0.0,0.0,59.28000000000001,18,0,18,2.47
19377,580757,13709,1,209,2011-12-06 10:27:00,12,6,1,10,74.70000000000002,115.19999999999999,41.50000000000001,152.54999999999998,113.16000000000003,0.0,497.11,0,0,0,2.378516746411483
19378,580758,13709,1,16,2011-12-06 10:28:00,12,6,1,10,0.0,0.0,0.0,31.2,0.0,0.0,31.2,0,0,0,1.95
19379,580759,17593,1,840,2011-12-06 10:30:00,12,6,1,10,229.3,175.68,28.68,194.8,49.739999999999995,0.0,678.1999999999999,0,0,10,0.8073809523809523
19380,580760,12877,1,138,2011-12-06 10:30:00,12,6,1,10,34.0,25.5,0.0,40.16,0.0,0.0,99.66,0,0,0,0.7221739130434782
19381,580763,16013,1,192,2011-12-06 10:36:00,12,6,1,10,475.20000000000016,315.8400000000001,0.0,0.0,0.0,0.0,791.0400000000002,0,0,0,4.120000000000001
19382,580765,14562,1,24,2011-12-06 10:41:00,12,6,1,10,61.2,0.0,0.0,0.0,0.0,0.0,61.2,0,0,0,2.5500000000000003
19383,580771,16015,1,276,2011-12-06 10:58:00,12,6,1,10,6.959999999999999,56.14999999999999,15.460000000000003,23.209999999999997,101.32000000000002,0.0,203.10000000000008,0,0,0,0.7358695652173916
19384,580772,15992,1,17,2011-12-06 11:00:00,12,6,1,11,0.0,0.0,0.0,28.47,13.52,0.0,41.989999999999995,0,0,0,2.4699999999999998
19385,580774,13994,1,26,2011-12-06 11:05:00,12,6,1,11,0.0,0.0,35.40000000000001,43.2,37.5,0.0,116.10000000000001,0,0,0,4.4653846153846155
19386,580775,16523,1,20,2011-12-06 11:05:00,12,6,1,11,0.0,33.0,0.0,0.0,0.0,0.0,33.0,0,0,0,1.65
19387,580776,14562,1,96,2011-12-06 11:05:00,12,6,1,11,77.85,37.7,0.42,118.25000000000001,27.9,0.0,262.12,0,0,0,2.7304166666666667
19388,580777,14547,1,95,2011-12-06 11:06:00,12,6,1,11,40.35,23.64,42.480000000000004,37.50000000000001,9.48,0.0,153.45000000000002,0,0,0,1.615263157894737
19389,580778,16949,1,92,2011-12-06 11:07:00,12,6,1,11,10.08,24.56,0.0,47.40000000000001,0.0,0.0,82.04000000000002,0,0,0,0.8917391304347828
19390,580808,16133,1,626,2011-12-06 11:24:00,12,6,1,11,33.72,152.68,34.36,52.879999999999995,35.58,0.0,309.21999999999997,0,0,0,0.493961661341853
19391,580816,15157,1,482,2011-12-06 11:28:00,12,6,1,11,69.36000000000001,32.04,146.06000000000003,72.96000000000002,110.28000000000002,0.0,430.7000000000001,0,0,0,0.8935684647302907
19392,580819,15318,1,642,2011-12-06 11:30:00,12,6,1,11,76.16,16.2,18.0,159.9,42.36,0.0,312.62,0,0,0,0.4869470404984424
19393,580820,13685,1,2,2011-12-06 11:32:00,12,6,1,11,0.0,0.0,1.25,1.95,0.0,0.0,3.2,0,0,0,1.6
19394,580822,17884,1,275,2011-12-06 11:33:00,12,6,1,11,31.059999999999995,13.55,3.21,16.709999999999997,40.0,0.0,104.53,0,0,0,0.3801090909090909
19395,580830,14825,1,79,2011-12-06 11:38:00,12,6,1,11,15.0,53.07,0.0,13.52,19.5,0.0,101.08999999999999,0,0,20,1.2796202531645569
19396,580831,14418,1,789,2011-12-06 11:39:00,12,6,1,11,131.62,120.86000000000001,242.67000000000002,216.74000000000007,185.46,0.0,897.3499999999999,0,0,0,1.1373257287705956
19397,580833,16764,1,96,2011-12-06 11:41:00,12,6,1,11,18.08,76.35999999999999,49.97999999999999,21.4,37.050000000000004,0.0,202.87,0,0,0,2.1132291666666667
19398,580848,18005,1,39,2011-12-06 11:51:00,12,6,1,11,17.75,7.4,20.7,9.2,39.35000000000001,0.0,94.40000000000002,0,0,0,2.4205128205128212
19399,580852,16790,1,126,2011-12-06 11:53:00,12,6,1,11,29.1,134.5,0.0,15.9,0.0,0.0,179.5,0,0,0,1.4246031746031746
19400,580865,17914,1,457,2011-12-06 11:58:00,12,6,1,11,91.91,16.57,41.76,141.35000000000002,37.77,0.0,329.3599999999999,0,0,0,0.7207002188183805
19401,580872,18283,1,142,2011-12-06 12:02:00,12,6,1,12,0.78,173.28999999999996,9.360000000000001,22.019999999999996,2.55,0.0,208.00000000000006,0,0,0,1.4647887323943667
19402,580873,15061,1,1410,2011-12-06 12:06:00,12,6,1,12,1362.6,141.6,358.2,1947.9599999999998,85.5,0.0,3895.86,0,0,0,2.7630212765957447
19403,580874,14735,1,234,2011-12-06 12:09:00,12,6,1,12,55.20000000000002,90.3,292.90000000000003,81.6,37.44,0.0,557.44,0,0,0,2.3822222222222225
19404,580875,17744,1,1152,2011-12-06 12:11:00,12,6,1,12,124.55999999999999,63.72,167.26,213.85999999999999,160.98000000000002,0.0,730.38,0,0,0,0.6340104166666667
19405,580876,14071,1,116,2011-12-06 12:12:00,12,6,1,12,22.41,16.06,23.279999999999998,44.57999999999999,18.83,0.0,125.16000000000003,0,0,0,1.0789655172413795
19406,580877,17250,1,97,2011-12-06 12:15:00,12,6,1,12,26.08,75.44,2.89,94.17999999999999,20.729999999999997,0.0,219.32000000000002,0,0,0,2.2610309278350518
